"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"hsa00350","Tyrosine metabolism",34,-0.716683520252783,-1.50890314797212,0.0108710538875721,0.083827904421945,0.035476568315002,1272,"tags=12%, list=9%, signal=11%","4128/2806/81889/7306",0.380730400722792
"hsa04723","Retrograde endocannabinoid signaling",133,-0.594532909187498,-1.49905494546162,0.00218182557478801,0.0359292949667609,0.0152055344361497,1548,"tags=29%, list=11%, signal=26%","2892/126328/747/55967/4712/2776/2558/10681/55970/2570/4695/4714/5594/5332/2555/4722/4704/2893/4720/54331/3763/4711/2566/3760/5595/5601/4700/5602/4725/4716/4718/2556/22999/1432/4724/5567/23236/2785/2562",0.431707695803346
"hsa00830","Retinol metabolism",53,0.570179225467824,1.48054177930571,0.0258624276076854,0.145154104009109,0.0614302543119993,3594,"tags=40%, list=25%, signal=30%","216/1559/125/126/1592/124/10170/1544/79799/10941/8608/9227/127/7365/1562/54490/1558/1543/1577/1555/56603",0.352487857583619
"hsa04514","Cell adhesion molecule (CAM) interaction",135,0.508116198706575,1.47184665357163,0.00300302265353233,0.0385944022509526,0.0163334268877912,1417,"tags=22%, list=10%, signal=20%","5175/1002/947/933/1003/84631/6402/6404/3384/5792/3684/965/3115/5010/50848/6385/1462/3122/26050/3689/23308/10686/4099/10666/920/3109/5788/3133/3111/6900",0.431707695803346
"hsa04670","Leukocyte transendothelial migration",101,0.528039012363993,1.47056481821582,0.00574745644804726,0.0511376253198052,0.0216418085437683,881,"tags=18%, list=6%, signal=17%","1500/87/5175/5829/1003/5336/10411/1536/29119/5747/3684/7414/5010/50848/6494/3689/10686/81",0.407017918923954
"hsa01210","2-Oxocarboxylic acid metabolism",31,-0.70813479657463,-1.46915263508192,0.0190536171239458,0.123456388329184,0.0522476259508776,2296,"tags=39%, list=16%, signal=33%","48/2805/5160/4967/95/55753/586/2806/1431/1737/1738/3420",0.352487857583619
"hsa04141","Protein processing in endoplasmic reticulum",149,-0.573246283510199,-1.46116408018249,0.00325076211259033,0.0388970501058222,0.0164615096231609,2851,"tags=44%, list=20%, signal=35%","1388/10484/54431/5599/6747/55973/79139/11231/9709/7321/55968/10802/6396/85479/10956/5609/55666/8720/22824/201595/8454/6745/57134/10134/6185/824/29927/10277/3301/51360/26232/10905/5887/9978/3309/4217/6746/10427/23193/55768/56681/4121/51619/821/165324/3703/51035/9373/7326/11253/6500/10113/3337/7415/5601/5602/10808/22872/55176/1603/7993/823/10273/51465/7322",0.431707695803346
"hsa05206","MicroRNAs in cancer",155,0.494189691152233,1.45879499184862,0.00269170657871119,0.0385944022509526,0.0163334268877912,2248,"tags=32%, list=16%, signal=27%","9839/10253/5336/3678/3925/994/399694/7057/960/10014/894/2065/23411/8660/1387/4194/5605/1956/6624/7168/4170/10298/1788/1591/25/7431/4233/3371/4082/1942/1786/7148/11186/2033/54541/4609/8434/8651/9759/4851/3551/3667/7422/578/5578/6093/6659/4853/472",0.431707695803346
"hsa00590","Arachidonic acid metabolism",51,0.572780574797681,1.4579164968032,0.0259353154137313,0.145154104009109,0.0614302543119993,2495,"tags=24%, list=17%, signal=20%","6916/151056/240/8529/1559/5730/1573/8644/30814/11283/145482/242",0.352487857583619
"hsa04710","Circadian rhythm",32,-0.678898514107493,-1.44591754213414,0.0431432973805855,0.207926724875877,0.087996076132885,2222,"tags=44%, list=15%, signal=37%","1628/8454/5571/5562/9978/5563/9975/6500/51422/26224/5565/8945/6095/23291",0.271288554688953
"hsa04612","Antigen processing and presentation",54,0.573731963497165,1.4452671461646,0.0132463241182836,0.0973158045519492,0.0411847440553793,1367,"tags=22%, list=9%, signal=20%","1520/3115/10437/972/3122/567/920/55080/3109/3133/3306/3111",0.380730400722792
"hsa05320","Autoimmune thyroid disease",39,0.605560741824983,1.44519062305879,0.0223259981610648,0.13591440985771,0.0575199497060069,3659,"tags=41%, list=25%, signal=31%","3115/3122/3109/3002/3133/3111/3108/3586/5551/1081/940/7038/7253/3118/3444/7173",0.352487857583619
"hsa05310","Asthma",25,0.660134791321119,1.44450604026681,0.0526663092015782,0.243669457239302,0.103122655941838,1809,"tags=28%, list=12%, signal=25%","2207/3115/3122/3109/3111/3108/3586",0.321775918075361
"hsa05132","Salmonella infection",223,-0.54455017122664,-1.44281549502704,0.00289357093624311,0.0385944022509526,0.0163334268877912,2105,"tags=27%, list=15%, signal=23%","51429/81873/10376/5291/26263/998/10000/5058/55770/8743/60/57180/382/5608/64746/5063/10109/5594/6281/1783/23265/51164/23339/60412/9844/10120/6500/1780/51209/9475/3836/7280/3840/5595/8976/5601/25828/5602/302/7277/113146/83658/1434/6416/7846/10540/127829/26999/347733/1432/10671/10381/203068/10121/3831/5217/55860/3800/51807/51143",0.431707695803346
"hsa05168","Herpes simplex virus 1 infection",143,0.488867892695758,1.43651716826049,0.00415487863506807,0.0430016552534103,0.018198607859466,2005,"tags=24%, list=14%, signal=21%","718/7132/56829/6672/3678/3115/4792/972/3054/4615/1616/3122/567/5199/6773/5452/5970/4938/55080/6347/3109/5371/3553/3133/3111/841/4940/330/3108/7098/54106/3593/7297/3551/7189",0.407017918923954
"hsa05415","Diabetic cardiomyopathy",158,-0.558108315266151,-1.4318836373956,0.00755977624268532,0.0624581513383764,0.0264327360687854,2034,"tags=29%, list=14%, signal=25%","5160/5291/374291/488/4719/6389/10000/6390/9882/126328/7385/55967/4712/1329/4695/5590/4714/5332/1347/4722/1537/4704/5165/5728/4720/817/10105/4711/8503/818/2932/816/5601/4700/5602/7419/1351/7381/291/4725/4716/4718/1432/4724/23236/142",0.407017918923954
"hsa00900","Terpenoid backbone biosynthesis",22,-0.729218924653683,-1.43121147230437,0.0407830342577488,0.199319899823082,0.0843536062528813,2839,"tags=55%, list=20%, signal=44%","2224/4597/79947/38/9453/2339/78991/3157/10269/23463/3156/3422",0.287857117255149
"hsa04814","Motor proteins",165,-0.555026508397141,-1.42414593458469,0.00551062942951268,0.0503207476852868,0.0212961000901713,1520,"tags=22%, list=10%, signal=20%","11127/829/55614/4640/84643/832/23095/1783/7138/51164/63971/10120/1780/4628/7280/7283/27175/7277/83658/7846/830/22920/10540/70/347733/10671/10381/203068/10121/3831/55605/4649/55860/3800/51807/51143",0.407017918923954
"hsa05208","Chemical carcinogenesis - reactive oxygen species",179,-0.546289280609795,-1.42345694165679,0.00504577409964699,0.0486356559049307,0.020582957204457,2454,"tags=34%, list=17%, signal=28%","2952/9377/4698/5894/4715/7384/196/5609/5781/4723/25865/5291/374291/52/4719/6389/10000/6390/4217/3091/126328/7385/55967/4712/4258/1329/4695/4714/5594/673/1347/2052/4722/1537/4704/5728/4720/1646/2941/10105/4711/6654/8503/5170/5595/5601/4700/5602/7419/1351/7381/291/6416/4725/2885/4716/4718/4259/1432/4724",0.407017918923954
"hsa05171","Coronavirus disease",186,0.477722308458312,1.41957332179648,0.00295672404022305,0.0385944022509526,0.0163334268877912,1213,"tags=15%, list=8%, signal=13%","718/713/714/7132/2212/712/5336/1536/719/7450/2353/4792/6235/1956/715/4615/6160/6773/5970/6136/6155/4938/6347/51311/2162/6868/3553",0.431707695803346
"hsa05152","Tuberculosis",162,0.486110030893629,1.41893582752437,0.00357928937993986,0.0400649488657785,0.0169557727259821,2049,"tags=23%, list=14%, signal=20%","718/1520/7132/2212/3687/64581/2207/1051/3606/3684/1387/3115/972/2214/4615/10892/3122/3689/801/5970/929/4843/3109/3553/7043/3111/841/2033/3108/54106/3586/3593/3588/9902/3656/7189/7040/7099",0.431707695803346
"hsa00280","Valine, leucine and isoleucine degradation",45,-0.64261331014111,-1.41697043563714,0.028491255248116,0.154476024548379,0.0653753577130555,2647,"tags=38%, list=18%, signal=31%","223/594/35/5096/38/34/5095/54511/3033/3030/1892/217/586/3157/1738/5019/224",0.352487857583619
"hsa00592","alpha-Linolenic acid metabolism",21,0.673295315334851,1.40794404693607,0.0757575757575758,0.292087542087542,0.123613535520005,322,"tags=10%, list=2%, signal=9%","8310/151056",0.261663521711573
"hsa04540","Gap junction",80,-0.588173796706085,-1.4025693906679,0.024542531013921,0.14434336037001,0.0610871418091068,1521,"tags=24%, list=10%, signal=21%","2977/2776/5594/5332/3356/6654/7280/5595/7277/2885/7846/347733/10381/203068/5567/5607/23236/51807/80310",0.352487857583619
"hsa04520","Adherens junction",82,0.519063005150015,1.39653688034733,0.0162853057159874,0.113020021668953,0.047830880985878,1232,"tags=24%, list=8%, signal=22%","1500/87/1003/29119/5792/7048/1387/64750/7414/1956/10810/5787/889/55698/57154/81/4233/4089/2534/10163",0.352487857583619
"hsa03060","Protein export",24,-0.697053903325451,-1.39508023201619,0.0566037735849057,0.253090919331927,0.107109886039752,2267,"tags=46%, list=16%, signal=39%","28972/29927/58477/6730/3309/8266/6729/6728/90701/5018/55176",0.237793834423688
"hsa00062","Fatty acid elongation",20,-0.728111978693116,-1.39146786836547,0.0698466780238501,0.27546773099962,0.116579912676766,2572,"tags=50%, list=18%, signal=41%","9374/60481/5538/3033/3030/1892/122970/117145/79071/6785",0.222056046145248
"hsa03013","Nucleocytoplasmic transport",91,-0.56872861100543,-1.38112695417562,0.0232710261071515,0.139224932054855,0.0589209863619415,2533,"tags=30%, list=17%, signal=25%","64328/6396/8086/57187/9688/11260/6613/51068/5903/51808/51194/3841/55746/4686/10527/3842/3836/3840/8563/10073/80145/9775/1434/23534/9631/23633/5901",0.352487857583619
"hsa05033","Nicotine addiction",38,-0.643097121764789,-1.37990664435901,0.0388198757763975,0.192435669920142,0.081440150952621,1548,"tags=32%, list=11%, signal=28%","2892/2558/2570/2555/1141/1137/2893/2566/2556/2903/2904/2562",0.287857117255149
"hsa04714","Thermogenesis",168,-0.535803990180673,-1.37969489841578,0.00966137319318008,0.0779650348379881,0.0329953600019531,2625,"tags=33%, list=18%, signal=27%","2182/27089/6391/4696/6198/9377/4698/4715/7384/4723/5571/6595/374291/5562/7248/4719/6389/656/6390/1374/4217/60/84335/51241/126328/7385/55967/4712/1386/5563/1329/4695/4714/1347/4722/1537/4704/4720/4711/6654/51422/4700/5565/1353/1351/7381/4725/2885/4716/4718/23305/1432/4724/5567/788",0.380730400722792
"hsa00600","Sphingolipid metabolism",44,-0.624095091759163,-1.36790246690874,0.0494590417310665,0.231922803792974,0.09815138824363,2364,"tags=27%, list=16%, signal=23%","56624/55331/57704/2720/2717/9334/7357/6609/8560/2583/3073/9331",0.252961123069611
"hsa00515","Mannose type O-glycan biosynthesis",16,0.696599982640176,1.36491299556896,0.0943877551020408,0.334209704289879,0.141439935634042,1609,"tags=19%, list=11%, signal=17%","27087/9486/79147",0.234392647294686
"hsa04350","TGF-beta signaling pathway",106,0.490308025571555,1.36479836090558,0.0156189604906964,0.110607740617789,0.0468099864031405,2235,"tags=31%, list=15%, signal=27%","7050/3397/7057/7048/1387/64750/57817/5518/3399/6497/57154/658/3400/3624/4089/7043/56963/6667/9765/2033/4609/3625/1874/26585/7044/269/1634/2331/2615/7040/2014/653/6093",0.380730400722792
"hsa04940","Type I diabetes mellitus",34,0.585178237537204,1.36456440057535,0.0576201228450209,0.253090919331927,0.107109886039752,3133,"tags=47%, list=22%, signal=37%","3115/3122/3109/3553/3002/3133/3111/2572/3108/3593/5551/4049/3329/940/2571/3592",0.321775918075361
"hsa04380","Osteoclast differentiation",126,0.469087214575338,1.36444138613507,0.0171908888429874,0.116965459382679,0.0495006184265165,2014,"tags=25%, list=14%, signal=22%","7305/7132/2212/11027/353514/5336/7048/1436/3726/2353/29760/54209/4792/2214/6688/6773/5970/9846/4982/3553/2534/140885/1435/3554/126014/8061/799/8651/7297/3551/7189/7040",0.352487857583619
"hsa04140","Autophagy - animal",142,-0.537726604897544,-1.36351941711906,0.0185178842813945,0.123456388329184,0.0522476259508776,2872,"tags=39%, list=20%, signal=31%","1509/5289/9474/5568/84971/5599/10133/6885/6198/3916/84557/115201/440275/1613/5894/9821/7879/64422/5291/5562/7248/7405/10000/3091/8417/84335/10533/664/64689/55255/9110/5563/3476/10010/3920/5594/5588/29110/5728/57448/23339/116442/8503/5170/26003/5515/5595/5601/5602/55102/203228/8887/10652/84938/5567",0.352487857583619
"hsa04950","Maturity onset diabetes of the young",26,0.623366151396499,1.36342993844088,0.0884718498659517,0.319788873994638,0.135336937179577,1930,"tags=19%, list=13%, signal=17%","3174/5080/3170/168620/6928",0.248911114434702
"hsa00650","Butanoate metabolism",23,-0.685975318914146,-1.36121447922994,0.0804416403785489,0.306739002322599,0.129814138213438,2370,"tags=39%, list=16%, signal=33%","622/35/38/54511/3033/3030/1892/3157/5019",0.197822021315103
"hsa04148","Efferocytosis",146,0.465411104783548,1.36098427203153,0.0100356623689567,0.0791448827733629,0.0334946800812188,1433,"tags=17%, list=10%, signal=16%","713/714/5175/712/1051/23166/6446/7057/5747/23411/240/84465/19/5605/64805/6513/1788/89790/4775/6868/140885/1846/558/286046/10461",0.380730400722792
"hsa05146","Amoebiasis",98,0.494916909514825,1.35914657732265,0.0192122333422937,0.123456388329184,0.0522476259508776,2049,"tags=30%, list=14%, signal=26%","87/3913/5330/3908/5747/3684/7414/2335/3909/3689/5331/5970/929/81/1281/3911/4843/3553/7043/3554/1287/3586/3912/3593/2778/1288/7040/911/7099",0.352487857583619
"hsa04728","Dopaminergic synapse",127,-0.537940737822794,-1.3588899577991,0.0211452016483583,0.133291871181569,0.0564100725935535,1548,"tags=27%, list=11%, signal=24%","2892/5520/2776/10681/1386/55970/5521/4128/5532/5522/5332/2893/6323/817/54331/3763/2774/3760/818/2932/5533/5515/816/5601/5530/5602/1432/2931/2903/5567/23236/2785/2904/3800",0.352487857583619
"hsa05142","Chagas disease",98,0.492489308123854,1.35247987012755,0.0215110800754118,0.133291871181569,0.0564100725935535,2049,"tags=32%, list=14%, signal=27%","718/713/714/7132/712/2775/5330/7048/2353/4792/4615/5518/5331/5970/55844/6347/4843/3553/7043/917/2771/841/8837/54106/3586/3593/2778/3551/7189/7040/7099",0.352487857583619
"hsa04932","Non-alcoholic fatty liver disease",139,-0.530058698214942,-1.34690623344297,0.0268076481478433,0.147654823925423,0.062488576854589,2421,"tags=33%, list=17%, signal=28%","9377/4698/4715/7384/637/4723/5571/5291/374291/5562/4719/6389/998/10000/6390/4217/126328/7385/55967/4712/5563/1329/4695/4714/1347/4722/1537/4704/4720/4711/8503/2932/51422/5601/4700/5602/5565/1351/7381/4725/4716/4718/51094/1432/2931/4724",0.352487857583619
"hsa00480","Glutathione metabolism",53,-0.590706152346792,-1.34286043422426,0.0536231884057971,0.244832189168574,0.103614732404984,1416,"tags=21%, list=10%, signal=19%","4258/373156/9588/5226/51056/2941/6240/50484/6723/4259/10314",0.234392647294686
"hsa04924","Renin secretion",64,0.520266430927177,1.34266023580264,0.0359114705908701,0.183254121985763,0.0775544542412742,1051,"tags=20%, list=7%, signal=19%","358/1906/3778/5330/112/779/1908/5331/801/5136/3759/1909/116",0.321775918075361
"hsa00240","Pyrimidine metabolism",48,-0.599721350146157,-1.34033027154098,0.0625954198473282,0.260960701484895,0.110440434096502,1383,"tags=19%, list=10%, signal=17%","957/9583/7084/51727/6240/50484/79077/7371/956",0.222056046145248
"hsa05202","Transcriptional misregulation in cancer",164,0.456504397782399,1.33588860724905,0.00661793508433974,0.0572937721819188,0.0242471338971453,1936,"tags=18%, list=13%, signal=16%","2321/8938/1051/5747/7048/894/3684/1436/64332/7704/6688/221037/84444/5970/929/2005/3205/4233/5371/3002/6929/1050/6667/2078/4609/330/26039/3728/64919/5966",0.407017918923954
